,review_comment_message,review_score,sentimento
70720,"Produto muito bom . 
Excelente custo /benefício .",5,positivo
70722,Entrega rápida e produto excelente ,5,positivo
70724,"Recebi o produto antes da data prevista.
AMEI veio igual a foto.
",5,positivo
70725,otimo,5,positivo
70735,Entrega rápida produto otino,5,positivo
70739,Tive dificuldades de manusear o produto mas fui bem orientada pela assistência técnica da HP.,5,positivo
70745,Se superou na qualidade do produto e na entrega. ,5,positivo
70748,ótimo produto e no prazo certo. ,4,positivo
70749,Aguardando ansiosamente o produto porém chegou o prazo de entrega e ainda não recebi o produto e não recebi nenhuma informação sobre o atraso ou se teve algum problema com o envio da mercadoria.,1,negativo
70750,"Comprar pela lojas lannister e mais seguro, e porquê agente não conhece bem os seus parceiros más eles cumprem o quê prometem, vocês estão de parabéns a lojas lannister e seus parceiros eu indico. ",5,positivo
70752,No site o shampoo esta como 500ml e chegou um de 300ml... Isso e propagana enganosa,1,negativo
70758,"Chegou muito antes do previsto, bem embalado!
Show!",5,positivo
70761,"Minha entrega ainda não foi realizada.Achei que não passaria do prazo estipulado. Informaram que vieram,mas ninguém ouviu chamarem.Isso que dá colocar nos Correios.",2,negativo
70763,Td ok,5,positivo
70766,"Tenho em prazer em comprar na lannister, nunca falharam em nada comigo!",5,positivo
70771,"Tem sido maravilhosa tds as minhas compras realizado neste site.Atendeu as minhas expectativas obrigada e indico pode comprar é super confiavel.
",5,positivo
70775,A foto da placa com a imagem ao redor dá para entender que era grande,5,positivo
70777,"Muito fácil de comprar, preço ótimo, nota 10",5,positivo
70778,Não imaginei que teria varias avarias não fiquei feliz com o produto.,1,negativo
70780,"Recebi o produto danificado a maleta. Na opção meus pedidos em 01/12/2017 solicitei o cancelamento, relatando o acontecido. hoje 12/12 /2017 não recebi nenhum contato.",1,negativo
70784,"Ótimo, entregou muito antes do prazo, está de parabéns",5,positivo
70787,excelente ...,5,positivo
70788,Gostaria de saber se vao devolver o meu dinheiro,1,negativo
70789,Ainda nao recebi o produto,1,negativo
70796,otimo produto recomendo a todos,5,positivo
70798,"Comprei dois lençóis, paguei frete caro. E a minha surpresa quando recebo, ao invés de dois lençóis veio apenas um. Empresa mal caráter. Nem entrou em contato.",1,negativo
70799,muito bom,5,positivo
70800,boa,4,positivo
70803,Não testei ainda o equipamento.,5,positivo
70809,"O produto chegou com defeito, má qualidade. Uma boia com valor alto que ao encher ficou torta, depois de uns 10 min cheia abriu a costura. Quero devolver, como faço?",1,negativo
70810,Ótima loja!! Recomendo!!,5,positivo
70818,Recebi o produto antes do preso .,5,positivo
70820,"Recebi um produto que não comprei. Comprei um macaco de pelúcia e recebi um urso. O problema é que preciso do macaco de pelúcia com urgência, para desenvolver um trabalho na escola. Transtorno!!! Quer",1,negativo
70822,"Insatisfeita,pois a capa celular veio amassada e produto muito fragil. ",2,negativo
70824,Tudo entregue em perfeitas condições.,5,positivo
70825,Foi a primeira compra e achei ótimo estou satisfeito.,4,positivo
70826,chegou bem antes do prazo.,4,positivo
70827,"Recebi parte do pedido. Comprei dois cartões de memoria e só recebi um. Também veio outro pacote do mesmo fornecedor, só que com mercadoria errada. No mesmo dia que recebi a mercadoria entrei em conta",2,negativo
70831,"Pelas imagens achei q fosse tela com moldura. Até pq na discrição está escrito q a espessura e de 2 cm. 
Só q na verdade é um mdf de 3 mm fiquei um pouco fustratado mas tudo bem. ",2,negativo
70833,"O pedido chegou em recife, voltou pra são paulo e até agora não conseguimos passar os dados bancários para a devolução do valor pago. pois não ligam para o meu número de contato, só ligam para o outro",1,negativo
70836,Entregou antes do prazo valeu ótimo produto amei,5,positivo
70837,Recebido correto,4,positivo
70838,"Solicitei e paguei por 2 toner, recebi somente 1. Quero o toner ou o valor pago a mais!",2,negativo
70839,"entrega no prazo, amei",5,positivo
70842,ainda não obtive resposta do porquê do atraso,1,negativo
70846,Ainda não recebi o produto sendo que a compra foi feita em com antecedencia,1,negativo
70850,dentro das expectativas apesar do frete caro,4,positivo
70853,muio bom,4,positivo
70857,Relógio lindo tudo funcionando caiu muito bem no meu pulso otima qualidade e um clássico da invicta como diz no anuncio fiquei hiper satisfeito e recomendo ....Jefferson rj,5,positivo
70863,"Recebi o produto 2 semanas antes do prazo, correto e de boa qualidade.",5,positivo
70864,MUito bom,4,positivo
70865,W,5,positivo
70866,"O produto chegou intacto, mas a embalagem toda rasgada e o produto parcialmente exposto. ",2,negativo
70870,"Bom dia!
Adquiri 2 cartões e só recebi 1.
Como devo proceder para receber o outro?
Lembrando que solicitei dois de 2 gigas e veio 1 de 4 gigas, não foi o que pedi.",1,negativo
70871,o produto não é original e não funciona com perfeição,2,negativo
70873,"Chegou no antes do prazo, muito bonito",4,positivo
70876,Excelente material e prazo obedecido.,5,positivo
70878,"Obrigada, vcs são 10!",5,positivo
70882,"Entregou no prazo estipulado , mas poderia adiantar pois muito longo o prazo de entrega",4,positivo
70883,"nunca tive problemas emrelaçao a entrega so que dessa vez nao me entregaram
",1,negativo
70885,"Bom dia! 
Data estimada da entrega do produto seria 16/03, porém ele ainda não foi entregue, creio que possa ser pela greve dos Correios, mas gostaria de saber uma posição, por gentileza.

Obrigado",4,positivo
70888,"Chegou antes do prazo... 
Produto muito bom.",5,positivo
70890,Chegou bem antes,5,positivo
70891,tudo correto e bom preço,5,positivo
70895,"Efetuei a compra de 04 unidades conforme nota fiscal, porém recebi somente 01 unidade. Ou seja, estão faltando 03 unidades. Fico no aguardo de um retorno urgente pois estou precisando da mercadoria...",1,negativo
70897,Top sem questiona top top,5,positivo
70898,Apesar da compra ter sido efetuada no carnaval chegou super rápido!,4,positivo
70899,"Sou compradora há tempos da lannister internet e sempre recebi o produto em bom estado, no prazo e a bom preço",5,positivo
70902,"Não houve competência na entrega ou seja, simplesmente o produto não foi entregue, acho q a empresa deveria arcar com as consequências, ou contratar uma transportadora para efetuar as entregas. ",1,negativo
70906,MEU PEDIDO NÃO FOI ENTREGUE E NÃO FOI DADA NENHUMA SATISTAÇÃO,1,negativo
70909,"Cobrado duas caixas de lente, com a nota fiscal e chegou apenas uma das caixas , utilizo lentes de grau diferente . aconteceu erro na separação do produto e empresa não entrou em contato até o momento",1,negativo
70911,"o produto veio quebrado ,,, quero devolver",1,negativo
70913,Olha comprei 2 produto mas foi entregue só um não sei o y aconteceu esse saet sempre entregou correto.,4,positivo
70918,Não recebi o produto. Estou no aguardo.,1,negativo
70921,"Recomendo sim , porém comecei a usar recentemente. ",4,positivo
70923,"Os copos são lindos e chegaram antes do prazo.
",5,positivo
70924,"Quero devolver, pedi branco com rosas vermelhas, venho bege e é diferente da foto.",1,negativo
70928,"Ficou ótima minha capa, gostei muito e só com vocês que eu consegui encontrar. Parabens e continuem assim.",5,positivo
70929,"Mais a colcha escorrega muito
E os enchimento era pra ser de travesseiro mais é almofada é alto é duro não dá pra usar como travesseiro",2,negativo
70932,"O unico ponto positivo foi a entrega dentro do prazo, produto de péssima qualidade, parte interna solta da carcaça e pra piorar não funciona. Foi dinheiro jogado fora. Não recomendo a ninguém. ",1,negativo
70935,"Não vou recomendar a loja 😡 Porque eu comprei dois produtos e só recibi um. 
Entrei no site e o outro vcs cancelaram.
",1,negativo
70936,"Preço muito convidativo, entrega no prazo,produto bem embalado, mas deveria haver mais cuidado na embalagem, produto veio solto na caixa, poderia vir com protetores para evitar danos, que não houveram",4,positivo
70937,Recebi antes do prazo chegou corretamente,4,positivo
70939,OTIMO,5,positivo
70940,"Produto veio recem pintado com verniz com um cheiro muito forte impossível de usar para a função , coar café . ",2,negativo
70944,100%,5,positivo
70945,Show de bola,5,positivo
70949,"Entregue como combinado, cuidadosamente embalado e conforme informações na respectiva página.",5,positivo
70951,lannister ajudou muito pelo preocupação.,5,positivo
70954,produto conforme anunciado.,5,positivo
70960,Otimo,5,positivo
70962,Faltou os acessórios.,4,positivo
70963,"excelente loja, chegou antes do prazo e minha filha amou.",5,positivo
70964,"Bom vendedor , porém foi entregue um produto diferente da compra efetuada.",2,negativo
70965,foi bem atendido,5,positivo
70968,Chegou antes do prazo previsto.,5,positivo
70971,Superou a expectativa!!!,5,positivo
70972,Satisfeito com o produto até o presente momento.,5,positivo
70974,"Fiz o pedido na segunda e o prazo era de 10 dias e no dia chegou, super rápido e o produto é o que eu queria!! Td perfeito, recomendo a tds! ",5,positivo
70975,"Bom fone, mas não espera o áudio alto igual ao original ",4,positivo
70976,Atingiu todas as expectativas.Parabéns,5,positivo
70977,"estou desde o dia 22 tentando resolver o problema do produto ter vindo com defeito, mas só me atendem no atendimento eletrônico.",1,negativo
70979,Muito bom comprar com vcs,5,positivo
70985,"A bolsa chegou rápido, apesar de eu ter q ir buscar em uma agência dos correios próxima de casa. É bem grande e linda, só as alças que deixaram a desejar, poderiam usar outro material pra alça",4,positivo
70986,Espero que o efeito seja rápido como a entrega ,4,positivo
70989,"Produto bom, entrega rápida
",5,positivo
70990,"Só não foi ótima porque me deu um baita Susto. Entregaram só uma forma e depois de quatro dias entregaram a outra. Daí você diz OS CORREIOS 
Estão em greve. Mas são meus amigos quase vizinhos .",4,positivo
70992,Produto entregue antes do prazo excelentes. ,5,positivo
70997,A capa é grande e resistente. Gostei muito.,5,positivo
70998,Entrega super Rápida e adorei as tesouras recomendo!,5,positivo
71000,Não vou recomendar a loja porque não recebi o produto e consta que ainda está aguardando nota fiscal. A previsão era dia 16/02.,1,negativo
71003,Muito satisfeito,5,positivo
71004,Ótimo,5,positivo
71008,"Chegou antes do prazo, produto cumpri o que promete",4,positivo
71012,Recebi bem antes do prazo informado e o produto é de qualidade. Veio devidamente embalado e com nota fiscal.,5,positivo
71014,"Gostei muito, entrega antes do prazo estipulado. Produto correto, sem avarias. Recomendarei com certeza.",5,positivo
71017,gostei muito🤗,4,positivo
71023,"Produto bom lindo chegou em um dia depois da compra.
",5,positivo
71028,Estou muito satisfeita com o a entrega foi muito antes do esperado não gostei da luz do relógio e um laranja estranho que não clareia nada e outra tive que ver um tutorial de como ajustar a hora ,5,positivo
71029,Pela experiência que já tenho na loja demorou um pouco mais do que o normal.,4,positivo
71031,ENTREGA ANTES DO PRAZO.,5,positivo
71032,Recebi um recado dizendo que o prazo para entregas na Região do Capão Redondo é diferente. NÃO DEVERIA SER.,4,positivo
71043,"Ficou faltando produto que encomendei. O pacote de chá recebi, mas as cápsulas não entregaram era no mesmo pedido.",1,negativo
71045,Não tenho como avaliar até receber o produto. Espero que me dêem uma posição de qdo irão entrega-lo.,2,negativo
71050,"Excelente produto.
Vendedor nota 1000",5,positivo
71054,vou continuar comprando aqui.,5,positivo
71055,"Sempre comprei nas lannister, só que pela quarta vez está acontecendo atraso na entrega. Espero ainda receber o produto, e quem sabe se fizer uma nova compra seja diferente.",1,negativo
71056,Ótimo ,5,positivo
71057,Bom esperar o resultado,2,negativo
71060,"Não temos um rastreamento eficiente e não sabemos porque não entregou , outras lojas que comprei sempre foi entregue antecipado , portanto não gostei é compro com vcs Diogo.",1,negativo
71065,O faqueiro é lindo e chegou antes do prazo.,5,positivo
71072,foi tudo certo mais o radio nao funciona e muito ruim quero que me devolvam e deixe de credito,5,positivo
71074,Funcionou perfeitamente.,5,positivo
71078,"Bom dia Recebi a película quebrada. 

Assim que eu recebi a película ja abri um chamado aqui no site mais ninguém me retornou. ",1,negativo
71082,o produto veio quebrado,1,negativo
71083,Chegou antes do prazo e o produto era o que eu esperava. ,5,positivo
71089,otima loja,4,positivo
71096,"O pincel chegou quebrado, não fiquei satisfeita com a mercadoria ",1,negativo
71097,"Gostei do serviço, recomendo 😊só não chegou no prazo mas com 2 dias de diferença porem aceitável. ",4,positivo
71101,"Índico e voltarei a comprar nesta loja , Excelente? !",5,positivo
71106,"No site consta como produto entregue por´pem não recebi.
Gostaria de um retorno visto que o mesmo já foi pago
",1,negativo
71110,"O serviço do site dessa vez foi otimo. 
Em relação ao produto + o frete = não tem uma boa relação custo benefício, pelo preço poderia ser melhor acabado, sporte tem apenas dois níveis de inclinação.",4,positivo
71111,"O produto não chegou ainda, está em atraso.",1,negativo
71112,Tudo foi como divulgado.,4,positivo
71114,O produto chegou dentro do prazo. E do jeito que estava no anúncio. Recomendo atds.vou comprar outras vezes agora. Obgda. ,5,positivo
71117,"Caixa tudo rasgada, carregador quebrado!",2,negativo
71120,Super recomendo lannister. Entrega tudo no prazo. 🖒🖒👏👏👏,1,negativo
71121,Muito corretos e de confiança!,5,positivo
71122,Paguei por dois itens e só veio um.,1,negativo
71123,Comprei outras vezes e todos foram entregues desta vez não recebi e o site informa q recebi,1,negativo
71126,Excelente,5,positivo
71128, produto ja foi devolvido 1 vez por entrega com peças errad assim estornaram o valor para realizar outr compra retornei a compra do mesmo vendedor a cadeira veio correta desta vz porem n veio parafus,1,negativo
71134,Favor responder a tesoura de desfiar veio com defeito preciso trocar,1,negativo
71139,"A mesa tem defeitos em sua tabua, e as pernas parecem que foram pintadas de ultima hora, as duas tabuas que ficam entre as pernas possuem tamanhos diferentes. Faltam parafusos, vieram 8 de 16.",1,negativo
71141,"Recebemos o produto faltando peças.
MANDAMOS E-MAIL FAZENDO CONTATO E NÃO OBTIVEMOS RETORNO. ",1,negativo
71144,"entregou no prazo, ainda não abri o produto pois é presente, aparentemente veio perfeiro",4,positivo
71146,"Produto original, de excelente qualidade. Uma cor bonita bem viva e bem grosso. Eu recomendo. ",5,positivo
71147,Tudo Correu bem e era o que eu queria,5,positivo
71156,"Cartao que veio não foi o da foto, não era classe 10, além disso é falso, no teste que fiz em um aplicativo, não aparece marca e a capacidade do cartão é diferente,não funcionou nem no cel nem no comp",1,negativo
71158,Produto muito bom,4,positivo
71160,"Produto atrasado, loja não cumpre o q promete.",1,negativo
71162,"SUPER RÁPIDA,SUPER RECOMENDO",5,positivo
71168,Plena satisfação. ,5,positivo
71192,Gostei do produto e da entrega dentro do prazo estabelecido.,5,positivo
71197,"gostaria de um parecer sobre o meu produto me deram prazo de dois dias uteis e até agora não sei do meu produto ,fiz duas ligações até o momento não fui comunicado até o momento do prazo final 23/3/18",1,negativo
71198,ótimo material do produto. Parabéns,5,positivo
71203,Um dos itens veio assado. Como o preço do produto é muito bom optei por não devolver. Mas cabe a observação para melhorarem o controle de qualidade.,4,positivo
71209,"Produto chegou conforme o anunciado e antes do prazo, super recomendo",5,positivo
71210,produto entregue antes do prazo,5,positivo
71212,"Comprei como presente de natal, e a entrega estava prevista para janeiro, mas chegou super antes e deu tudo certo! Produto perfeito, da maneira como queria. Recomendo!",5,positivo
71214,o produto era pra ter cegado até dia 18 e não chegou,1,negativo
71215,otimo site,5,positivo
71221,"Loja atenciosa, possui as melhores opções de pagamento seja a visto ou a prazo, mantendo o preço fixo do produto, além de garantir que seu produto chegue dentro do prazo previsto e o mais rápido possí",5,positivo
71223,"O anuncio não foi claro , a imagem não condiz ... muito pequeno o pendente achei que era bem maior , não temproteção para a lampada ela fica exposta ... enfim tem que melhorar o anunciado",2,negativo
71224,perfume falcificado,1,negativo
71226,Ate momento produto funcionando,4,positivo
71229,"Adorei o produto, chegou antes do tempo estimado. Super recomendo.",5,positivo
71230,"O atraso e não envio das mercadorias a residência destinatário é culpa da Loja ou das lannister, que cobra por um serviço que não ocorre? Este só ocorreu pq houve reclamação, o outro foi pego EBCT.",2,negativo
71231,Entrega no prazo e ótimo produto.,5,positivo
71234,"Não indico pra ninguem, já venceu o prazo e não me deram nenhuma satisfação",1,negativo
71236," Todas as vezes que comprei com vocês, obtive sucesso.",4,positivo
71239,"Infelizmente, não veio gravado na torre do computador a etiqueta com o número de série e com o código de serviço. Também me negaram uma consulta sobre a instalação do PC. No mais foi excelente.",5,positivo
71241,otimo bom,5,positivo
71243,"Produto bom, com todas as características descritas de acordo, enfim, recomendo!!!",5,positivo
71245,Passou o prazo de entrega e ate o momento não recebi o produto as lannister deveriam ter mais cuidado quando oferece produtos de outras lojas. Tenho que correr atrás agora comprar paga e não receber ,1,negativo
71250,"Muito bom o produto e a entrega no tempo estimado, bem mais rápido do que o esperado.",5,positivo
71251,"produto de ótima qualidade, entrega antes do prazo",4,positivo
71252,Produto de boa qualidade. Recomendo.,5,positivo
71254,"recebi ate antes do prazo previsto ! e de acordo com o produto comprado , obrigado e Deus abençoe , ok ?",5,positivo
71259,"O relógio é muito bom, mas a pulseira não é tão boa.",4,positivo
71264,"Produto de ótima qualidade, rapidez na entrega!",5,positivo
71275,"Muito bom produto, a descrição pode ser melhorada.",4,positivo
71279,"Entrega muita rápida, recomendo a todos. ",5,positivo
71280,"Entrega no prazo, mas não serviu para o meu Carro uma Zafira Expression automática, não lê praticamente nada.",1,negativo
71284,O PRODUTO CHEGOU MUITO ANTES DO PRAZO!,5,positivo
71285,Fiz um pedido com vários ítens os outros já chegaram e este AINDA NÃO CHEGOU NEM TEM COMO RASTREAR,1,negativo
71291,Por enquanto ótimo serviço só falta chegar mais um produto q eu comprei e até agora não chegou mais ainda está no prazo,5,positivo
71292,As raquetes vieram soltando a borracha da Madeira. Tive que colar com uma cola instantânea. Produto nota 3. ,2,negativo
71293,RECOMENDO,5,positivo
71294,Gostei do produto,5,positivo
71298,"A qualidade não é excelente, mas pelo preço ta valendo. Produto igual como a foto e a entrega chegou no último dia, mas no prazo. Vamos ver com o uso, mas estou feliz pela compra =)))",5,positivo
71301,"O PRODUTO NÃO ESTAVA DE ACORDO COM A FOTO ILUSTRATIVA.
FIQUEI DESEPICIONADA.",2,negativo
71302,"Comprei 2 unidades com 10 panos de pratos cada,a nota fiscal veio com a quantidade certa só recebi 10 panos de pratos,espero receber uma resposta para minha dúvida,através do email não da p/ responder",2,negativo
71307,"Produtos de qualidade, e chegou antes do prazo estipulado.",5,positivo
71308,Comprei um chaveador RCA que veio com defeito no cabo RCA e em uma das saídas de áudio. A lannister pediu uns dias para resolver o problema mas nada feito. Retornei ao SAC e desligaram na minha cara.,1,negativo
71309,Excelente,5,positivo
71310,Rápido e conforme a descrição o produto ,5,positivo
71311,Chegou em 4 dias super recomendo,5,positivo
71313,Muito bom,5,positivo
71314,Ja é as egunda vez que tenho problemas com entregas,1,negativo
71317,lannister sempre correspondeu minha expectativa como consumidor! Tenho uma grande relação comercial com essa grande empresa! ,5,positivo
71321,"Apesar do frete caríssimo, foi tudo bem!",5,positivo
71325,Minha namorada gostou muito.,5,positivo
71328,Comprei dois intes e só chegou um,1,negativo
71331,Otimo,5,positivo
71332,Não recebi o produto e também não está disponível nos correios da minha cidade.,1,negativo
71334,Pedido entregue dentro do prazo. ,4,positivo
71338,Recomendo ,5,positivo
71340,Produto de excelente aparência e acabamento. O desempenho será avaliado com o uso.,5,positivo
71346,Recebi somente 1 unidade fiz a compra de duas. Cade a outra unidade,1,negativo
71347,"Muito bom, chegou antes do prazo. ",5,positivo
71348,"Não gostei desta loja, a kit colcha não veio o Coração de almofada e ainda de cor diferente da foto, veio beje ao inves de branca. Péssima qualidade tb, é um lençol com babado!!! E a cadeira balança!!",2,negativo
71351,O produto é otimo pena a entrega ser mto demorada .,4,positivo
71352,Muito bom! ,4,positivo
71353,"O lustre é lindo, leve,e de fácil instalação. ficou um charme em minha sala, eu super recomendo! ",5,positivo
71356,Aguardo o produto,1,negativo
71357,foi maravilhoso produto bem embalado sem defeitos entregue antes do combinado foi top amei recomendo com certeza.,4,positivo
71359,Me foi entregue o modelo errado e não e original. Solicitei a devolução.,1,negativo
71362,Por favor gostaria de saber da minha entrega,1,negativo
71363,Infelizmente já comprei muitos produtos mais dessa vez me sinto insatisfeito com a demora da entrega é com a comunicação para resolver esse problema tanto pelo telefone com pela internet.,1,negativo
71367,"Muito bom negociar com este parceiro. Recebemos o produto certo, na data combinada.",5,positivo
71371,baratheon baratheon eu compro a mais de 20 anos anos baratheon eu nunca tive problema nenhum eu recomendo todas as minhas amigas Parabéns baratheon,5,positivo
71373,Show,5,positivo
71375,Muito bom atendimento.,5,positivo
71377,sempre gostei de comprar com vocês mas estou chateada pela minha fritadeira que deu problemas e o correio esta em greve e acho que vcs deveriam coletar meu produto e mandar para assistência tecnica.,5,positivo
71378,"Pessimo atendimento, sem canal de reclamação 
fornecedor ",1,negativo
71380,a loja como sempre entrega no prazo mas o produto nao recomendo ele nao funcionou ate hoje e nao sei onde levar.,2,negativo
71381,recebido ,4,positivo
71386,Ótimo cobertor; e lindo; excelente qualidade; comprei 1 p mim; dei 1 p minha mãe; e p minha tia; mto confortável e quente. Entregue antes do prazo. Mto satisfeita. ,5,positivo
71387,O produto foi entregue rápido.,4,positivo
71390,material excelente alticima qulidade otimo,5,positivo
71391,Tudo certo,5,positivo
71394,"Óculos e um pouco fino a armação.
Mais o mesmo na loja onde fui ver estava R$380,00
Então estou no lucro a empresa entregou no prazo.
",4,positivo
71395,"Qualidade, preço e prazo! parabéns, continuem nesse caminho. Muito obrigado!",5,positivo
71396,"demora muito para entrega do produto. 
Ja comprei outras coisas no site e tudo ja veio mais a comprar dessa vez mais de mes.",1,negativo
71397,Satisfeita ,5,positivo
71402,"O prazo apresentado no momento da compra era um, mas depois que efetuei o pagamento mudou sendo postergado para após o natal. E mesmo assim chegou dois dias depois do informado.",2,negativo
71405,"Loja muito atenciosa com o pedido, mandou mensagem no Watts avisando que estaria postando no outro dia.",5,positivo
71412,"Mercadoria uma porcaria, propaganda enganosa, não comprem.",1,negativo
71414,otimo,5,positivo
71417,"Fiquei satisfeito com o produto,a loja entregou todo certinho..indico a todos.",5,positivo
71422,Tudo como combinado,5,positivo
71424,"A foto mostrada na oferta não condiz com o produto, qualidade muito ruim e aparencia muito estranha do produto",1,negativo
71427,"Fiz o pedido e após vários dias já próximo a data de entrega informaram que o produto não estava disponível.
",1,negativo
71428,"Holá!
Não recebi o produto é nem um telefonema referente ao que comprei.",1,negativo
71429,otimo,5,positivo
71431,"Qualidade baixa mas serve para o que eu precisava.
O tecido é beeeem fininho...
Loja entregou antes do prazo.",4,positivo
71436,Recebi o produto diferente do q comprei,1,negativo
71437,"muito bom o produto, chegou rápido loja competente.",5,positivo
71444,"Tudo perfeito, prazo exato e produto de acordo com minha expectativa",5,positivo
71445,Até a presente data não recebi e ja paguei a primeira parcela do produto!!!!!,1,negativo
71451,. Recomendo produto com qualidade prazo de entrega ótimo.,4,positivo
71452,nao chegou o produto ate agora ja faz um mes e nada,1,negativo
71453,bom,5,positivo
71454,"Meus produtos chegaram bem antes da data prevista.
Muito bom comprar nesse site.",5,positivo
71455,"Lindo relógio, perfeito...muito elegante...meu marido adorou!",5,positivo
71457,Tudo OK,5,positivo
71458,Não recebi o produto. Nem sabia que tinha sido uma loja diferente. Achei que tinha sido a stark.,1,negativo
71462,Preço bom entrega rapida,5,positivo
71463,O baratheon é o melhor site de todos... Já compro a anos. Muito bom,5,positivo
71469,"Chegou no prazo sem incidentes,exatamente oque foi pedido,a unica coisa q me incomodou um pouco é que assim que efetuei a compra demorou um pouco pra liberar o pedido.",4,positivo
71470,Satisfeito com o produto...,4,positivo
71471,A tinta da borda preta fica soltando na nossa mão bom que não saltar,2,negativo
71472,Entrega do produto rápido.,5,positivo
71473,"Produto entregue em conformidade com especificaçoes, com otimo prazo.",5,positivo
71476,"Comorei como 4 litros, mas a capacidade real é de 3.5 litros.",1,negativo
71481,"Bom produto, rápida entrega! Recomendo",5,positivo
71483,Fui enganado por esse fornecedor. Não postou o produto até agora e nem nota fiscal. Não recomendo.,1,negativo
71486,"Já recebi todas as outras, menos a vermelha, aguardando resposta suas. ",1,negativo
71489,Recomendo,5,positivo
71490,Entrega rápida. Produtos chegaram intactos.,5,positivo
71496,"Produto ótimo, chegou antes do prazo ",5,positivo
71498,"AINDA NÃO ENTREGOU TODO O PEDIDO, ALÉM DE TER MANDADO A NOTA FISCAL COM O TOTAL DOS ITENS, MANDOU NO FISICO EMBALAGENS SEPARADAS PARA 05UN. 03 CHEGARAM NUM DIA, 01 EM OUTRO E ESTÁ FALTANDO 01UN.",1,negativo
71499,"Essa lanterna não atende bem o que esperamos , é uma lanterna boa ...mas não é o que eu gostaria...a loja entregou dentro do prazo e chegou tudo em perfeitas condições....",5,positivo
71501,Eu recomendo o produto ameiii,5,positivo
71503,Mas pena que o drone não funciona,1,negativo
71504,"Disseram q foi entregue sem sucesso sendo q no dia ninguem tinha saído de casa, eu tive q abrir uma reclamação não loja para o produto ser reenviado.",1,negativo
71507,Produto entregue antes do prazo determinado. Recomendo,5,positivo
71508,Estou esperando o produto,1,negativo
71511,"Realizei uma compra desse pendente e quando chegou em casa decidi comprar mais um para fazer a composição na mesa de jantar! Amei, só fiquei chateada de ter que pagar o frete 2 vezes!",5,positivo
71512,Excelente! Entregou antes do prazo,5,positivo
71513,Demora na entrega do produto,1,negativo
71518,"Produto entregue antes do prazo estipulado, de qualidade superior a que eu imaginava, super aprovado e recomendado.",5,positivo
71519,"Amei o kit , chegou com 8 dias q eu tinha pedido.. Muito bom , não faltou nenhum e veio sem nenhum defeito 👐",5,positivo
71521,Recomendo!,5,positivo
71527,"Comprei três potes da mesma linha só de tamanhos diferentes. Até hoje só o de 150 ml chegou, deveriam vir todos juntos.",5,positivo
71530,"fiquei satisfeita com minha compra,com o produto baratheon é nota 10",5,positivo
71531,Recebi até antes da data.,5,positivo
71535,"Adoramos o produto, de excelente qualidade e linda! A entrega demorou um pouco, mas nada que desabone pois chegou dentro do prazo.",5,positivo
71538,excelente atendimento,5,positivo
71540,"Produto de excelente qualidade,mais o preço é exorbitante!!!",5,positivo
71544,Não chegou minha colcha,5,positivo
71550,"O produto veio em mal estado de limpeza, parecia já ter sido usado, o espelho riscado",1,negativo
71554,O produto aimda não chegou !,1,negativo
71555,Pronta entrega do mesmo produto anunciado.,5,positivo
71556,Gostei entregaram meu produto antes do prazo Obrigado ,5,positivo
71557,"Entregue antes do prazo prometido, muito bom! Parabéns ",5,positivo
71562,"Muito rápido, tudo perfeito
",5,positivo
71564,O pedido não foi entregue.,1,negativo
71565,Chegou atrasado mas está valendo,4,positivo
71568,"Comprei o produto com garantia estendida de um ano e o produto chegou totalmente quebrado, quero saber o procedimento de devolução o mais rápido possível ",5,positivo
71569,Alojas lannister mantem parceiros que não agem como ela pois comprei 04 colchas de casal chenille e a empresa parceira só me encaminhou uma e nem o codigo de rastreamento das demais foi encaminhado .,2,negativo
71573,O produto chegou no prazo e com a qualidade desejada.,5,positivo
71574,"Muito obrigado! Rápida a entrega. Tudo certo. Recomendo. 
",5,positivo
71575,revomendo.,5,positivo
71579,Gosto do respeito e preocupação que vocês tem com os clientes! qualidade e agilidade,4,positivo
71583,Gostei do produto e a entrega foi muito rápida!! ,4,positivo
71586,"Consta que meu produto foi entregue ,porém não foi ",1,negativo
71587,produto fraco,1,negativo
71592,"Produto de acordo com a descrição, chegou sem problemas. Recomendo.",5,positivo
71594,"Adorei esse cubo mágico, fácil manuseio e tamanho ideal. Acho que irei comprar agora o 3x3.",5,positivo
71596,Tudo perfeito,5,positivo
71597,"O tempo de entrega chegou até antes,eu estava muito ansiosa para receber o produto.chegou na caixa tudo certo,garantia e nota fiscal.achei até que fosse réplica por ser leve,mas é original.",5,positivo
71600,sou cliente das lojas lannister faz tempo a loja cumpre o que fala otima,4,positivo
71601,"Produto avariado, quebrado",1,negativo
71604,E ainda não querem fazer o cancelamento ,1,negativo
71605,Entrega prometida dentro do prazo,5,positivo
71607,"Mandou o produto errado e ate hoje não entrou em contado para tentar solucionar o problema, Péssima loja.",1,negativo
71609,"Foi anunciado um kit com doze pinceis de maquiagem, no entanto, recebi apenas um kit com 11. Ou seja, veio incompleto. Apesar de reclamar, até agora não tive uma resposta quanto a isso.",1,negativo
71612,recebi antes do prazo e em ótimas condições,4,positivo
71613,Produto de ótima qualidade e entrega super rápida!,5,positivo
71617,Entregue no prazo. Tudo OK.,4,positivo
71618,Otimo,5,positivo
